location_name,location_id,sex_id,age_group_id,year_start,year_end,sim_cause,proportion
Arizona,525,1,238,1990,2022,ihd,0.0
Arizona,525,1,388,1990,2022,ihd,0.0
Arizona,525,2,2,1990,2022,ihd,0.0
Arizona,525,2,3,1990,2022,ihd,0.0
Arizona,525,2,4,1990,2022,ihd,0.0
Arizona,525,2,5,1990,2022,ihd,0.0
Arizona,525,2,6,1990,2022,ihd,0.0
Arizona,525,2,7,1990,2022,ihd,0.0
Arizona,525,2,8,1990,2022,ihd,0.04600576
Arizona,525,2,9,1990,2022,ihd,0.061262995
Arizona,525,2,10,1990,2022,ihd,0.085823013
Arizona,525,2,11,1990,2022,ihd,0.11468875
Arizona,525,2,12,1990,2022,ihd,0.154042775
Arizona,525,2,13,1990,2022,ihd,0.165510541
Arizona,525,2,14,1990,2022,ihd,0.222840465
Arizona,525,2,15,1990,2022,ihd,0.298180648
Arizona,525,2,16,1990,2022,ihd,0.378080027
Arizona,525,2,17,1990,2022,ihd,0.45950901
Arizona,525,2,18,1990,2022,ihd,0.471927824
Arizona,525,2,19,1990,2022,ihd,0.477264666
Arizona,525,2,20,1990,2022,ihd,0.495920693
Arizona,525,2,30,1990,2022,ihd,0.523207546
Arizona,525,2,31,1990,2022,ihd,0.527208105
Arizona,525,2,32,1990,2022,ihd,0.546028321
Arizona,525,2,34,1990,2022,ihd,0.0
Arizona,525,2,235,1990,2022,ihd,0.543470359
Arizona,525,2,238,1990,2022,ihd,0.0
Arizona,525,2,388,1990,2022,ihd,0.0
Arkansas,526,1,2,1990,2022,ihd,0.0
Arkansas,526,1,3,1990,2022,ihd,0.0
Arkansas,526,1,4,1990,2022,ihd,0.0
Arkansas,526,1,5,1990,2022,ihd,0.0
Arkansas,526,1,6,1990,2022,ihd,0.0
Arkansas,526,1,7,1990,2022,ihd,0.0
Arkansas,526,1,8,1990,2022,ihd,0.067863817
Arkansas,526,1,9,1990,2022,ihd,0.102009509
Arkansas,526,1,10,1990,2022,ihd,0.158700488
Arkansas,526,1,11,1990,2022,ihd,0.222868443
Arkansas,526,1,12,1990,2022,ihd,0.300513777
Arkansas,526,1,13,1990,2022,ihd,0.319725597
Arkansas,526,1,14,1990,2022,ihd,0.407958435
Arkansas,526,1,15,1990,2022,ihd,0.487872831
Arkansas,526,1,16,1990,2022,ihd,0.542598232
Arkansas,526,1,17,1990,2022,ihd,0.613822039
Arkansas,526,1,18,1990,2022,ihd,0.601767248
Arkansas,526,1,19,1990,2022,ihd,0.599398325
Arkansas,526,1,20,1990,2022,ihd,0.598807364
Arkansas,526,1,30,1990,2022,ihd,0.620765552
Arkansas,526,1,31,1990,2022,ihd,0.623714262
Arkansas,526,1,32,1990,2022,ihd,0.630416611
Arkansas,526,1,34,1990,2022,ihd,0.0
Arkansas,526,1,235,1990,2022,ihd,0.637656425
Arkansas,526,1,238,1990,2022,ihd,0.0
Arkansas,526,1,388,1990,2022,ihd,0.0
Arkansas,526,2,2,1990,2022,ihd,0.0
Arkansas,526,2,3,1990,2022,ihd,0.0
Arkansas,526,2,4,1990,2022,ihd,0.0
Arkansas,526,2,5,1990,2022,ihd,0.0
Arkansas,526,2,6,1990,2022,ihd,0.0
Arkansas,526,2,7,1990,2022,ihd,0.0
Arkansas,526,2,8,1990,2022,ihd,0.049995727
Arkansas,526,2,9,1990,2022,ihd,0.06853119
Arkansas,526,2,10,1990,2022,ihd,0.106255151
Arkansas,526,2,11,1990,2022,ihd,0.153700672
Arkansas,526,2,12,1990,2022,ihd,0.216881468
Arkansas,526,2,13,1990,2022,ihd,0.234740582
Arkansas,526,2,14,1990,2022,ihd,0.320153754
Arkansas,526,2,15,1990,2022,ihd,0.395953045
Arkansas,526,2,16,1990,2022,ihd,0.465703683
Arkansas,526,2,17,1990,2022,ihd,0.521416917
Arkansas,526,2,18,1990,2022,ihd,0.521393635
Arkansas,526,2,19,1990,2022,ihd,0.523201009
Arkansas,526,2,20,1990,2022,ihd,0.537306669
Arkansas,526,2,30,1990,2022,ihd,0.54492132
Arkansas,526,2,31,1990,2022,ihd,0.572840431
Arkansas,526,2,32,1990,2022,ihd,0.577207539
Arkansas,526,2,34,1990,2022,ihd,0.0
Arkansas,526,2,235,1990,2022,ihd,0.596922589
Arkansas,526,2,238,1990,2022,ihd,0.0
Arkansas,526,2,388,1990,2022,ihd,0.0
California,527,1,2,1990,2022,ihd,0.0
California,527,1,3,1990,2022,ihd,0.0
California,527,1,4,1990,2022,ihd,0.0
California,527,1,5,1990,2022,ihd,0.0
California,527,1,6,1990,2022,ihd,0.0
California,527,1,7,1990,2022,ihd,0.0
California,527,1,8,1990,2022,ihd,0.038003873
California,527,1,9,1990,2022,ihd,0.053981083
California,527,1,10,1990,2022,ihd,0.077567547
California,527,1,11,1990,2022,ihd,0.110777345
California,527,1,12,1990,2022,ihd,0.165432758
California,527,1,13,1990,2022,ihd,0.179814987
California,527,1,14,1990,2022,ihd,0.2646242
California,527,1,15,1990,2022,ihd,0.35759639
California,527,1,16,1990,2022,ihd,0.442543846
California,527,1,17,1990,2022,ihd,0.515720419
California,527,1,18,1990,2022,ihd,0.545460617
California,527,1,19,1990,2022,ihd,0.56286666
California,527,1,20,1990,2022,ihd,0.588489718
California,527,1,30,1990,2022,ihd,0.601647279
California,527,1,31,1990,2022,ihd,0.608843129
California,527,1,32,1990,2022,ihd,0.606916704
California,527,1,34,1990,2022,ihd,0.0
California,527,1,235,1990,2022,ihd,0.611115361
California,527,1,238,1990,2022,ihd,0.0
California,527,1,388,1990,2022,ihd,0.0
California,527,2,2,1990,2022,ihd,0.0
California,527,2,3,1990,2022,ihd,0.0
California,527,2,4,1990,2022,ihd,0.0
California,527,2,5,1990,2022,ihd,0.0
California,527,2,6,1990,2022,ihd,0.0
California,527,2,7,1990,2022,ihd,0.0
California,527,2,8,1990,2022,ihd,0.038790669
California,527,2,9,1990,2022,ihd,0.05337754
California,527,2,10,1990,2022,ihd,0.073741188
California,527,2,11,1990,2022,ihd,0.10507388
California,527,2,12,1990,2022,ihd,0.133091851
California,527,2,13,1990,2022,ihd,0.135269412
California,527,2,14,1990,2022,ihd,0.190436775
California,527,2,15,1990,2022,ihd,0.280740195
California,527,2,16,1990,2022,ihd,0.361601375
California,527,2,17,1990,2022,ihd,0.452319032
California,527,2,18,1990,2022,ihd,0.474361783
California,527,2,19,1990,2022,ihd,0.498344774
California,527,2,20,1990,2022,ihd,0.523824982
California,527,2,30,1990,2022,ihd,0.546417247
California,527,2,31,1990,2022,ihd,0.562506563
California,527,2,32,1990,2022,ihd,0.574323414
California,527,2,34,1990,2022,ihd,0.0
California,527,2,235,1990,2022,ihd,0.585765397
California,527,2,238,1990,2022,ihd,0.0
California,527,2,388,1990,2022,ihd,0.0
Colorado,528,1,2,1990,2022,ihd,0.0
Colorado,528,1,3,1990,2022,ihd,0.0
Colorado,528,1,4,1990,2022,ihd,0.0
Colorado,528,1,5,1990,2022,ihd,0.0
Colorado,528,1,6,1990,2022,ihd,0.0
Colorado,528,1,7,1990,2022,ihd,0.0
Colorado,528,1,8,1990,2022,ihd,0.056048274
Colorado,528,1,9,1990,2022,ihd,0.084366911
Colorado,528,1,10,1990,2022,ihd,0.117275906
Colorado,528,1,11,1990,2022,ihd,0.160517826
Colorado,528,1,12,1990,2022,ihd,0.23028616
Colorado,528,1,13,1990,2022,ihd,0.24335283
Colorado,528,1,14,1990,2022,ihd,0.320697549
Colorado,528,1,15,1990,2022,ihd,0.404895224
Colorado,528,1,16,1990,2022,ihd,0.45073911
Colorado,528,1,17,1990,2022,ihd,0.523092867
Colorado,528,1,18,1990,2022,ihd,0.537138198
Colorado,528,1,19,1990,2022,ihd,0.551368252
Colorado,528,1,20,1990,2022,ihd,0.568688337
Colorado,528,1,30,1990,2022,ihd,0.578784696
Colorado,528,1,31,1990,2022,ihd,0.582857903
Colorado,528,1,32,1990,2022,ihd,0.589359044
Colorado,528,1,34,1990,2022,ihd,0.0
Colorado,528,1,235,1990,2022,ihd,0.608372973
Colorado,528,1,238,1990,2022,ihd,0.0
Colorado,528,1,388,1990,2022,ihd,0.0
Colorado,528,2,2,1990,2022,ihd,0.0
Colorado,528,2,3,1990,2022,ihd,0.0
Colorado,528,2,4,1990,2022,ihd,0.0
Colorado,528,2,5,1990,2022,ihd,0.0
Colorado,528,2,6,1990,2022,ihd,0.0
Colorado,528,2,7,1990,2022,ihd,0.0
Colorado,528,2,8,1990,2022,ihd,0.040028992
Colorado,528,2,9,1990,2022,ihd,0.053846964
Colorado,528,2,10,1990,2022,ihd,0.078534588
Colorado,528,2,11,1990,2022,ihd,0.102652231
Colorado,528,2,12,1990,2022,ihd,0.146400195
Colorado,528,2,13,1990,2022,ihd,0.156513597
Colorado,528,2,14,1990,2022,ihd,0.207306502
Colorado,528,2,15,1990,2022,ihd,0.274331687
Colorado,528,2,16,1990,2022,ihd,0.32551099
Colorado,528,2,17,1990,2022,ihd,0.40926474
Colorado,528,2,18,1990,2022,ihd,0.420116281
Colorado,528,2,19,1990,2022,ihd,0.416811908
Colorado,528,2,20,1990,2022,ihd,0.443320611
Colorado,528,2,30,1990,2022,ihd,0.478380275
Colorado,528,2,31,1990,2022,ihd,0.503913687
Colorado,528,2,32,1990,2022,ihd,0.521875821
Colorado,528,2,34,1990,2022,ihd,0.0
Colorado,528,2,235,1990,2022,ihd,0.551335914
Colorado,528,2,238,1990,2022,ihd,0.0
Colorado,528,2,388,1990,2022,ihd,0.0
Connecticut,529,1,2,1990,2022,ihd,0.0
Connecticut,529,1,3,1990,2022,ihd,0.0
Connecticut,529,1,4,1990,2022,ihd,0.0
Connecticut,529,1,5,1990,2022,ihd,0.0
Connecticut,529,1,6,1990,2022,ihd,0.0
Connecticut,529,1,7,1990,2022,ihd,0.0
Connecticut,529,1,8,1990,2022,ihd,0.045679059
Connecticut,529,1,9,1990,2022,ihd,0.067759499
Connecticut,529,1,10,1990,2022,ihd,0.095637093
Connecticut,529,1,11,1990,2022,ihd,0.152405341
Connecticut,529,1,12,1990,2022,ihd,0.247368222
Connecticut,529,1,13,1990,2022,ihd,0.24735668
Connecticut,529,1,14,1990,2022,ihd,0.342537797
Connecticut,529,1,15,1990,2022,ihd,0.429526944
Connecticut,529,1,16,1990,2022,ihd,0.499968084
Connecticut,529,1,17,1990,2022,ihd,0.588724728
Connecticut,529,1,18,1990,2022,ihd,0.594622496
Connecticut,529,1,19,1990,2022,ihd,0.616042461
Connecticut,529,1,20,1990,2022,ihd,0.612345688
Connecticut,529,1,30,1990,2022,ihd,0.621018173
Connecticut,529,1,31,1990,2022,ihd,0.627385858
Connecticut,529,1,32,1990,2022,ihd,0.639228443
Connecticut,529,1,34,1990,2022,ihd,0.0
Connecticut,529,1,235,1990,2022,ihd,0.656986317
Connecticut,529,1,238,1990,2022,ihd,0.0
Connecticut,529,1,388,1990,2022,ihd,0.0
Connecticut,529,2,2,1990,2022,ihd,0.0
Connecticut,529,2,3,1990,2022,ihd,0.0
Connecticut,529,2,4,1990,2022,ihd,0.0
Connecticut,529,2,5,1990,2022,ihd,0.0
Connecticut,529,2,6,1990,2022,ihd,0.0
Connecticut,529,2,7,1990,2022,ihd,0.0
Connecticut,529,2,8,1990,2022,ihd,0.042178102
Connecticut,529,2,9,1990,2022,ihd,0.061531691
Connecticut,529,2,10,1990,2022,ihd,0.091518812
Connecticut,529,2,11,1990,2022,ihd,0.129610546
Connecticut,529,2,12,1990,2022,ihd,0.169007425
Connecticut,529,2,13,1990,2022,ihd,0.191214173
Connecticut,529,2,14,1990,2022,ihd,0.265028385
Connecticut,529,2,15,1990,2022,ihd,0.340886861
Connecticut,529,2,16,1990,2022,ihd,0.393387516
Connecticut,529,2,17,1990,2022,ihd,0.488757217
Connecticut,529,2,18,1990,2022,ihd,0.504908097
Connecticut,529,2,19,1990,2022,ihd,0.532125374
Connecticut,529,2,20,1990,2022,ihd,0.554966583
Connecticut,529,2,30,1990,2022,ihd,0.575959007
Connecticut,529,2,31,1990,2022,ihd,0.599400643
Connecticut,529,2,32,1990,2022,ihd,0.611661705
Connecticut,529,2,34,1990,2022,ihd,0.0
Connecticut,529,2,235,1990,2022,ihd,0.637383593
Connecticut,529,2,238,1990,2022,ihd,0.0
Connecticut,529,2,388,1990,2022,ihd,0.0
Delaware,530,1,2,1990,2022,ihd,0.0
Delaware,530,1,3,1990,2022,ihd,0.0
Delaware,530,1,4,1990,2022,ihd,0.0
Delaware,530,1,5,1990,2022,ihd,0.0
Delaware,530,1,6,1990,2022,ihd,0.0
Delaware,530,1,7,1990,2022,ihd,0.0
Delaware,530,1,8,1990,2022,ihd,0.044026344
Delaware,530,1,9,1990,2022,ihd,0.063390485
Delaware,530,1,10,1990,2022,ihd,0.099311291
Delaware,530,1,11,1990,2022,ihd,0.13183592
Delaware,530,1,12,1990,2022,ihd,0.19158983
Delaware,530,1,13,1990,2022,ihd,0.209494375
Delaware,530,1,14,1990,2022,ihd,0.288683747
Delaware,530,1,15,1990,2022,ihd,0.358546391
Delaware,530,1,16,1990,2022,ihd,0.436111772
Delaware,530,1,17,1990,2022,ihd,0.539481392
Delaware,530,1,18,1990,2022,ihd,0.54617685
Delaware,530,1,19,1990,2022,ihd,0.567084021
Delaware,530,1,20,1990,2022,ihd,0.591974097
Delaware,530,1,30,1990,2022,ihd,0.602371017
Delaware,530,1,31,1990,2022,ihd,0.628378411
Delaware,530,1,32,1990,2022,ihd,0.622599463
Delaware,530,1,34,1990,2022,ihd,0.0
Delaware,530,1,235,1990,2022,ihd,0.650547114
Delaware,530,1,238,1990,2022,ihd,0.0
Delaware,530,1,388,1990,2022,ihd,0.0
Delaware,530,2,2,1990,2022,ihd,0.0
Delaware,530,2,3,1990,2022,ihd,0.0
Delaware,530,2,4,1990,2022,ihd,0.0
Delaware,530,2,5,1990,2022,ihd,0.0
Delaware,530,2,6,1990,2022,ihd,0.0
Delaware,530,2,7,1990,2022,ihd,0.0
Delaware,530,2,8,1990,2022,ihd,0.041330002
Delaware,530,2,9,1990,2022,ihd,0.053372712
Delaware,530,2,10,1990,2022,ihd,0.0815864
Delaware,530,2,11,1990,2022,ihd,0.114898112
Delaware,530,2,12,1990,2022,ihd,0.156924243
Delaware,530,2,13,1990,2022,ihd,0.164870513
Delaware,530,2,14,1990,2022,ihd,0.230582404
Delaware,530,2,15,1990,2022,ihd,0.302031399
Delaware,530,2,16,1990,2022,ihd,0.391141665
Delaware,530,2,17,1990,2022,ihd,0.463674367
Delaware,530,2,18,1990,2022,ihd,0.472108291
Delaware,530,2,19,1990,2022,ihd,0.463678918
Delaware,530,2,20,1990,2022,ihd,0.501907466
Delaware,530,2,30,1990,2022,ihd,0.529409449
Delaware,530,2,31,1990,2022,ihd,0.57572832
Delaware,530,2,32,1990,2022,ihd,0.617174973
Delaware,530,2,34,1990,2022,ihd,0.0
Delaware,530,2,235,1990,2022,ihd,0.661091284
Delaware,530,2,238,1990,2022,ihd,0.0
Delaware,530,2,388,1990,2022,ihd,0.0
District of Columbia,531,1,2,1990,2022,ihd,0.0
District of Columbia,531,1,3,1990,2022,ihd,0.0
District of Columbia,531,1,4,1990,2022,ihd,0.0
District of Columbia,531,1,5,1990,2022,ihd,0.0
District of Columbia,531,1,6,1990,2022,ihd,0.0
District of Columbia,531,1,7,1990,2022,ihd,0.0
District of Columbia,531,1,8,1990,2022,ihd,0.035848342
District of Columbia,531,1,9,1990,2022,ihd,0.0461528
District of Columbia,531,1,10,1990,2022,ihd,0.062693393
District of Columbia,531,1,11,1990,2022,ihd,0.084840506
District of Columbia,531,1,12,1990,2022,ihd,0.136992409
District of Columbia,531,1,13,1990,2022,ihd,0.124663308
District of Columbia,531,1,14,1990,2022,ihd,0.187945153
District of Columbia,531,1,15,1990,2022,ihd,0.236884991
District of Columbia,531,1,16,1990,2022,ihd,0.281925901
District of Columbia,531,1,17,1990,2022,ihd,0.356781391
District of Columbia,531,1,18,1990,2022,ihd,0.395646326
District of Columbia,531,1,19,1990,2022,ihd,0.426961858
District of Columbia,531,1,20,1990,2022,ihd,0.471304281
District of Columbia,531,1,30,1990,2022,ihd,0.50404316
District of Columbia,531,1,31,1990,2022,ihd,0.509265083
District of Columbia,531,1,32,1990,2022,ihd,0.51857661
District of Columbia,531,1,34,1990,2022,ihd,0.0
District of Columbia,531,1,235,1990,2022,ihd,0.550723244
District of Columbia,531,1,238,1990,2022,ihd,0.0
District of Columbia,531,1,388,1990,2022,ihd,0.0
District of Columbia,531,2,2,1990,2022,ihd,0.0
District of Columbia,531,2,3,1990,2022,ihd,0.0
District of Columbia,531,2,4,1990,2022,ihd,0.0
District of Columbia,531,2,5,1990,2022,ihd,0.0
District of Columbia,531,2,6,1990,2022,ihd,0.0
District of Columbia,531,2,7,1990,2022,ihd,0.0
District of Columbia,531,2,8,1990,2022,ihd,0.032000414
District of Columbia,531,2,9,1990,2022,ihd,0.043657079
District of Columbia,531,2,10,1990,2022,ihd,0.060751905
District of Columbia,531,2,11,1990,2022,ihd,0.080262553
District of Columbia,531,2,12,1990,2022,ihd,0.11090059
District of Columbia,531,2,13,1990,2022,ihd,0.101011583
District of Columbia,531,2,14,1990,2022,ihd,0.143377965
District of Columbia,531,2,15,1990,2022,ihd,0.203051664
District of Columbia,531,2,16,1990,2022,ihd,0.260551424
District of Columbia,531,2,17,1990,2022,ihd,0.333076326
District of Columbia,531,2,18,1990,2022,ihd,0.377365946
District of Columbia,531,2,19,1990,2022,ihd,0.385378652
District of Columbia,531,2,20,1990,2022,ihd,0.432779357
District of Columbia,531,2,30,1990,2022,ihd,0.453947986
District of Columbia,531,2,31,1990,2022,ihd,0.479673803
District of Columbia,531,2,32,1990,2022,ihd,0.488338892
District of Columbia,531,2,34,1990,2022,ihd,0.0
District of Columbia,531,2,235,1990,2022,ihd,0.501174579
District of Columbia,531,2,238,1990,2022,ihd,0.0
District of Columbia,531,2,388,1990,2022,ihd,0.0
Florida,532,1,2,1990,2022,ihd,0.0
Florida,532,1,3,1990,2022,ihd,0.0
Florida,532,1,4,1990,2022,ihd,0.0
Florida,532,1,5,1990,2022,ihd,0.0
Florida,532,1,6,1990,2022,ihd,0.0
Florida,532,1,7,1990,2022,ihd,0.0
Florida,532,1,8,1990,2022,ihd,0.049563714
Florida,532,1,9,1990,2022,ihd,0.071048348
Florida,532,1,10,1990,2022,ihd,0.108283723
Florida,532,1,11,1990,2022,ihd,0.142722702
Florida,532,1,12,1990,2022,ihd,0.198793261
Florida,532,1,13,1990,2022,ihd,0.207008287
Florida,532,1,14,1990,2022,ihd,0.286583879
Florida,532,1,15,1990,2022,ihd,0.374379423
Florida,532,1,16,1990,2022,ihd,0.429920863
Florida,532,1,17,1990,2022,ihd,0.524471556
Florida,532,1,18,1990,2022,ihd,0.539518591
Florida,532,1,19,1990,2022,ihd,0.568141443
Florida,532,1,20,1990,2022,ihd,0.585176208
Florida,532,1,30,1990,2022,ihd,0.607809104
Florida,532,1,31,1990,2022,ihd,0.62227303
Florida,532,1,32,1990,2022,ihd,0.618481108
Florida,532,1,34,1990,2022,ihd,0.0
Florida,532,1,235,1990,2022,ihd,0.647668817
Florida,532,1,238,1990,2022,ihd,0.0
Florida,532,1,388,1990,2022,ihd,0.0
Florida,532,2,2,1990,2022,ihd,0.0
Florida,532,2,3,1990,2022,ihd,0.0
Florida,532,2,4,1990,2022,ihd,0.0
Florida,532,2,5,1990,2022,ihd,0.0
Florida,532,2,6,1990,2022,ihd,0.0
Florida,532,2,7,1990,2022,ihd,0.0
Florida,532,2,8,1990,2022,ihd,0.040784117
Florida,532,2,9,1990,2022,ihd,0.057104736
Florida,532,2,10,1990,2022,ihd,0.087342691
Florida,532,2,11,1990,2022,ihd,0.127635712
Florida,532,2,12,1990,2022,ihd,0.167333411
Florida,532,2,13,1990,2022,ihd,0.168679313
Florida,532,2,14,1990,2022,ihd,0.221363341
Florida,532,2,15,1990,2022,ihd,0.28127096
Florida,532,2,16,1990,2022,ihd,0.353559287
Florida,532,2,17,1990,2022,ihd,0.45009606
Florida,532,2,18,1990,2022,ihd,0.473015804
Florida,532,2,19,1990,2022,ihd,0.486143636
Florida,532,2,20,1990,2022,ihd,0.526655834
Florida,532,2,30,1990,2022,ihd,0.554436748
Florida,532,2,31,1990,2022,ihd,0.578145666
Florida,532,2,32,1990,2022,ihd,0.596858797
Florida,532,2,34,1990,2022,ihd,0.0
Florida,532,2,235,1990,2022,ihd,0.608583965
Florida,532,2,238,1990,2022,ihd,0.0
Florida,532,2,388,1990,2022,ihd,0.0
Georgia,533,1,2,1990,2022,ihd,0.0
Georgia,533,1,3,1990,2022,ihd,0.0
Georgia,533,1,4,1990,2022,ihd,0.0
Georgia,533,1,5,1990,2022,ihd,0.0
Georgia,533,1,6,1990,2022,ihd,0.0
Georgia,533,1,7,1990,2022,ihd,0.0
Georgia,533,1,8,1990,2022,ihd,0.044559606
Georgia,533,1,9,1990,2022,ihd,0.069219453
Georgia,533,1,10,1990,2022,ihd,0.111718211
